Medical Wiki PT/Português	http://download.kiwix.org/zim/wikipedia_pt_medicine.zim	pt	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		591212643	2017-08-07
Medical Wiki TA/தமிழ்	http://download.kiwix.org/zim/wikipedia_ta_medicine.zim	ta	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		91796968	2017-08-06
Medical Wiki ZH/中文	http://download.kiwix.org/zim/wikipedia_zh_medicine.zim	zh	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		644706132	2017-08-07
Medical Wiki OR/ଓଡ଼ିଆ	http://download.kiwix.org/zim/wikipedia_or_medicine.zim	or	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		247019389	2017-08-06
Medical Wiki FA/فارسی	http://download.kiwix.org/zim/wikipedia_fa_medicine.zim	fa	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		252961663	2017-08-06
Medical Wiki AR/العربية (no video)	http://download.kiwix.org/zim/wikipedia_ar_medicine_novid.zim	ar	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		314283535	2017-08-07
Medical Wiki BN/বাংলা (no video)	http://download.kiwix.org/zim/wikipedia_bn_medicine_novid.zim	bn	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		32746622	2017-08-06
Medical Wiki HI/हिन्दी (no video)	http://download.kiwix.org/zim/wikipedia_hi_medicine_novid.zim	hi	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		43586977	2017-08-06
Medical Wiki IT/Italiano (no video)	http://download.kiwix.org/zim/wikipedia_it_medicine_novid.zim	it	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		243036619	2017-08-07
Medical Wiki MR/मराठी (no video)	http://download.kiwix.org/zim/wikipedia_mr_medicine_novid.zim	mr	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		5915705	2017-08-06
Medical Wiki PT/Português (no video)	http://download.kiwix.org/zim/wikipedia_pt_medicine_novid.zim	pt	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		164741875	2017-08-07
Medical Wiki TA/தமிழ் (no video)	http://download.kiwix.org/zim/wikipedia_ta_medicine_novid.zim	ta	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		50315890	2017-08-06
Medical Wiki ZH/中文 (no video)	http://download.kiwix.org/zim/wikipedia_zh_medicine_novid.zim	zh	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		187069217	2017-08-07
Medical Wiki OR/ଓଡ଼ିଆ (no video)	http://download.kiwix.org/zim/wikipedia_or_medicine_novid.zim	or	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		20570495	2017-08-06
Medical Wiki FA/فارسی (no video)	http://download.kiwix.org/zim/wikipedia_fa_medicine_novid.zim	fa	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		175186102	2017-08-06
Wikipedia AR/العربية	http://download.kiwix.org/zim/wikipedia_ar_all_novid.zim	ar	Download the entire Arabic Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Wikipedia-logo-v2-ar.svg/320px-Wikipedia-logo-v2-ar.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Wikipedia-logo-v2-ar.svg/640px-Wikipedia-logo-v2-ar.svg.png		6581534394	2017-07-13
Wikipedia BN/বাংলা	http://download.kiwix.org/zim/wikipedia_bn_all_novid.zim	bn	Download the entire Bangla Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Wikipedia-logo-v2-bn.svg/320px-Wikipedia-logo-v2-bn.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Wikipedia-logo-v2-bn.svg/640px-Wikipedia-logo-v2-bn.svg.png		754188994	2017-08-01
Wikipedia HI/हिन्दी	http://download.kiwix.org/zim/wikipedia_hi_all_novid.zim	hi	Download the entire Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Wikipedia-logo-v2-hi.svg/320px-Wikipedia-logo-v2-hi.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Wikipedia-logo-v2-hi.svg/640px-Wikipedia-logo-v2-hi.svg.png		927422737	2017-08-05
Wikipedia ID/Bahasa Indonesia	http://download.kiwix.org/zim/wikipedia_id_all.zim	id	Download the entire Bahasa Indonesian Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Wikipedia-logo-v2-id.svg/320px-Wikipedia-logo-v2-id.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Wikipedia-logo-v2-id.svg/640px-Wikipedia-logo-v2-id.svg.png		3136797405	2017-01-05
Wikipedia IG/Igbo	http://download.kiwix.org/zim/wikipedia_ig_all_novid.zim	ig	Download the entire Igbo Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Wikipedia-logo-v2-ig.svg/320px-Wikipedia-logo-v2-ig.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Wikipedia-logo-v2-ig.svg/640px-Wikipedia-logo-v2-ig.svg.png		11858465	2017-08-07
Wikipedia IT/Italiano	http://download.kiwix.org/zim/wikipedia_it_all.zim	it	Download the entire Italian Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Wikipedia-logo-v2-it.svg/320px-Wikipedia-logo-v2-it.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Wikipedia-logo-v2-it.svg/640px-Wikipedia-logo-v2-it.svg.png		14722946785	2017-01-20
Wikipedia MR/मराठी	http://download.kiwix.org/zim/wikipedia_mr_all_novid.zim	mr	Download the entire Marathi Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Wikipedia-logo-v2-mr.svg/320px-Wikipedia-logo-v2-mr.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Wikipedia-logo-v2-mr.svg/640px-Wikipedia-logo-v2-mr.svg.png		357894586	2017-08-15
Wikipedia MY/မြန်မာဘာသာ	http://download.kiwix.org/zim/wikipedia_my_all_novid.zim	my	Download the entire Burmese Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Wikipedia-logo-v2-my.svg/320px-Wikipedia-logo-v2-my.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Wikipedia-logo-v2-my.svg/640px-Wikipedia-logo-v2-my.svg.png		204840881	2017-08-15
Wikipedia PT/Português	http://download.kiwix.org/zim/wikipedia_pt_all_novid.zim	pt	Download the entire Portuguese Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Wikipedia-logo-v2-pt.svg/320px-Wikipedia-logo-v2-pt.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Wikipedia-logo-v2-pt.svg/640px-Wikipedia-logo-v2-pt.svg.png		9594313590	2017-06-27
Wikipedia RU/русский	http://download.kiwix.org/zim/wikipedia_ru_all.zim	ru	Download the entire Russian Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Wikipedia-logo-v2-ru.svg/320px-Wikipedia-logo-v2-ru.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Wikipedia-logo-v2-ru.svg/640px-Wikipedia-logo-v2-ru.svg.png		18979499502	2017-01-16
Wikipedia TA/தமிழ்	http://download.kiwix.org/zim/wikipedia_ta_all_novid.zim	ta	Download the entire Tamil Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Wikipedia-logo-v2-ta.svg/320px-Wikipedia-logo-v2-ta.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Wikipedia-logo-v2-ta.svg/640px-Wikipedia-logo-v2-ta.svg.png		1081258789	2017-08-21
Wikipedia TL/Tagalog	http://download.kiwix.org/zim/wikipedia_tl_all_novid.zim	tl	Download the entire Tagalog Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Wikipedia-logo-v2-tl.svg/320px-Wikipedia-logo-v2-tl.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Wikipedia-logo-v2-tl.svg/640px-Wikipedia-logo-v2-tl.svg.png		368406532	2017-08-24
Wikipedia TR/Türkçe	http://download.kiwix.org/zim/wikipedia_tr_all_novid.zim	tr	Download the entire Turkish Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Wikipedia-logo-v2-tr.svg/320px-Wikipedia-logo-v2-tr.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Wikipedia-logo-v2-tr.svg/640px-Wikipedia-logo-v2-tr.svg.png		3266316799	2017-08-13
Wikipedia YO/Yorùbá	http://download.kiwix.org/zim/wikipedia_yo_all.zim	yo	Download the entire Yoruba Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Wikipedia-logo-v2-yo.svg/320px-Wikipedia-logo-v2-yo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Wikipedia-logo-v2-yo.svg/640px-Wikipedia-logo-v2-yo.svg.png		88041735	2017-08-26
Wikipedia ZH/中文	http://download.kiwix.org/zim/wikipedia_zh_all.zim	zh	Download the entire Chinese Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Wikipedia-logo-v2-zh.svg/320px-Wikipedia-logo-v2-zh.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Wikipedia-logo-v2-zh.svg/640px-Wikipedia-logo-v2-zh.svg.png		9845409526	2017-01-27
Wikipedia OR/ଓଡ଼ିଆ	http://download.kiwix.org/zim/wikipedia_or_all_novid.zim	or	Download the entire Odia Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Wikipedia-logo-v2-or.svg/320px-Wikipedia-logo-v2-or.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Wikipedia-logo-v2-or.svg/640px-Wikipedia-logo-v2-or.svg.png		132351124	2017-08-18
